DBID,2SD1K-1,2SD1K-2,2SD1K-3,2SD7K-1,2SD7K-2,2SD7K-3,0.5SD1K-1,0.5SD1K-2,0.5SD1K-3,0.5SD7K-1,0.5SD7K-2,0.5SD7K-3
WBGene00017134,1284,1679,1591,1164,1425,1664,540,1978,1480,286,871,926
WBGene00017135,134,175,224,105,181,147,0,77,109,4,38,27
WBGene00017136,2,3,3,6,8,1,1,3,5,0,2,1
WBGene00017137,727,797,755,600,701,944,604,787,779,434,633,663
WBGene00017138,920,997,938,772,913,1156,820,1057,865,678,833,864
WBGene00017139,0,0,0,0,0,0,0,0,2,1,0,0
WBGene00017140,75,121,114,66,125,128,12,51,84,6,26,17
WBGene00017141,29,24,24,25,31,35,18,36,26,13,20,21
WBGene00017142,313,341,300,271,261,326,233,371,259,134,237,248
WBGene00017143,412,477,617,256,422,504,24,80,100,11,54,50
WBGene00017144,751,859,729,642,715,840,704,867,769,516,603,701
WBGene00017146,3,3,2,3,1,4,3,0,5,0,3,1
WBGene00017147,117,121,128,85,148,139,75,120,107,45,90,89
WBGene00017148,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017149,1,2,3,0,4,1,7,6,2,0,0,0
WBGene00017150,2,1,0,1,0,0,3,0,0,0,1,1
WBGene00017151,12,23,37,17,14,21,14,34,18,12,18,13
WBGene00017152,0,0,0,2,2,0,1,0,0,2,1,1
WBGene00017153,115,111,108,83,91,100,148,216,168,89,88,113
WBGene00017154,44,58,79,7,52,74,0,1,1,2,0,0
WBGene00017156,1,1,2,1,2,1,0,1,1,0,1,6
WBGene00017157,9,17,8,9,8,7,9,13,4,4,7,3
WBGene00017158,590,524,641,522,531,745,468,587,579,411,479,489
WBGene00017159,489,650,504,506,538,573,402,718,542,307,484,475
WBGene00017160,86,101,58,89,77,72,90,178,115,107,93,94
WBGene00017161,725,735,691,660,698,800,549,732,670,473,652,608
WBGene00017162,1299,1267,1440,1160,1297,1595,1268,1432,1357,987,1231,1062
WBGene00017163,942,1031,937,943,1045,1174,768,787,810,1070,1037,895
WBGene00017164,290,308,252,233,233,326,242,281,278,188,249,208
WBGene00017165,771,792,942,658,784,922,521,841,749,374,638,611
WBGene00017166,8833,9892,8216,8526,9261,10108,8409,8913,8516,6840,8398,7391
WBGene00017168,4,5,1,5,7,12,0,6,2,0,5,4
WBGene00017169,247,312,287,241,262,338,159,253,227,176,217,174
WBGene00017170,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00017172,0,0,0,0,0,0,7,1,0,8,1,1
WBGene00017173,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017174,2,1,1,4,1,4,13,2,3,0,10,3
WBGene00017175,2,1,0,2,0,0,102,41,25,110,42,36
WBGene00017176,3,4,2,4,8,9,11,10,3,12,9,7
WBGene00017177,895,973,953,784,866,1178,541,880,770,403,673,670
WBGene00017178,285,310,400,235,261,336,152,228,213,102,173,158
WBGene00017179,5,2,0,5,0,3,55,17,12,90,33,13
WBGene00017180,1,0,1,0,4,1,4,3,0,1,0,1
WBGene00017181,5,5,4,4,10,5,4,3,6,3,7,3
WBGene00017182,0,0,3,1,0,1,0,4,1,0,0,0
WBGene00017183,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00017184,306,397,563,151,344,405,158,45,32,67,63,45
WBGene00017185,0,1,1,1,1,2,2,4,1,2,3,2
WBGene00017186,16,14,17,15,12,14,29,19,17,15,21,13
WBGene00017188,0,0,0,0,1,1,0,1,1,1,0,2
WBGene00017189,0,0,1,1,1,0,6,2,0,1,1,0
WBGene00017190,2,0,4,5,0,2,18,8,4,2,0,1
WBGene00017191,1,1,3,2,1,3,4,2,4,1,0,1
WBGene00017192,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017193,7,21,6,1,10,14,19,31,12,20,15,9
WBGene00017194,4,6,1,2,4,5,12,5,5,2,7,3
WBGene00017195,390,386,342,334,285,415,619,453,470,615,351,343
WBGene00017197,19,20,13,23,21,28,9,34,17,48,43,29
WBGene00017198,20,15,15,20,14,14,27,27,16,12,16,16
WBGene00017199,0,0,0,0,2,0,0,0,0,0,0,0
WBGene00017200,4,2,0,2,0,0,0,0,0,0,0,0
WBGene00017201,170,246,144,236,234,268,148,130,126,333,202,181
WBGene00017202,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017203,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00017204,2,0,0,0,0,0,0,0,0,0,0,0
WBGene00017205,0,1,0,0,0,0,2,0,1,3,3,1
WBGene00017207,9,22,24,10,15,11,0,2,6,0,0,1
WBGene00017208,61,104,111,41,94,90,0,6,20,1,2,5
WBGene00017209,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017210,553,516,503,482,475,570,717,585,620,577,536,551
WBGene00017211,4,5,5,10,3,2,7,5,7,16,3,1
WBGene00017212,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017213,1,0,1,0,1,0,43,8,9,64,12,3
WBGene00017214,0,0,0,0,0,0,7,2,3,1,0,1
WBGene00017215,10,1,1,7,4,4,152,45,33,224,41,44
WBGene00017216,4,3,1,3,0,2,4,3,2,13,2,2
WBGene00017217,1206,1364,1324,1066,1208,1570,1080,1129,1084,933,1102,1101
WBGene00017218,1,0,0,4,1,0,22,5,2,36,0,2
WBGene00017219,44,53,41,32,14,27,54,47,48,53,35,42
WBGene00017220,778,844,854,837,988,1029,704,1534,1174,789,922,800
WBGene00017221,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00017222,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017223,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017224,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017225,1,0,2,1,0,0,0,0,0,0,0,0
WBGene00017226,2,1,3,8,3,7,7,3,6,12,5,4
WBGene00017227,0,2,0,0,0,0,0,0,0,0,0,0
WBGene00017228,0,0,0,0,0,0,1,0,0,0,0,1
WBGene00017229,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017230,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017231,1,0,0,1,0,0,1,4,0,7,1,6
WBGene00017232,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017233,5,5,2,26,6,10,12,1,0,11,12,4
WBGene00017235,49,54,42,53,56,33,40,64,63,41,60,69
WBGene00017236,3,1,1,0,0,1,0,8,4,4,2,0
WBGene00017237,546,576,607,486,485,683,470,650,519,318,443,431
WBGene00017238,697,776,758,605,662,726,329,708,617,406,551,495
WBGene00017239,114,150,115,108,101,127,70,246,167,43,94,99
WBGene00017240,117,164,194,89,133,130,68,122,88,72,71,71
WBGene00017241,377,406,535,350,513,498,181,298,263,361,289,251
WBGene00017243,12,5,9,7,3,6,25,13,15,21,12,6
WBGene00017244,622,808,771,760,855,1012,538,538,383,1194,850,663
WBGene00017245,1125,1244,1178,1024,1128,1500,1091,982,959,647,835,798
WBGene00017246,38,58,24,39,78,45,86,29,12,45,40,47
WBGene00017247,67,92,25,100,97,66,86,32,24,68,81,82
WBGene00017248,0,0,1,2,4,0,0,0,0,0,0,0
WBGene00017249,31,36,64,31,41,64,0,13,12,0,1,5
WBGene00017250,44,50,26,65,44,52,29,45,65,66,66,55
WBGene00017251,52,71,90,42,51,45,0,9,16,0,5,8
WBGene00017252,34,31,53,39,39,56,2,6,15,0,1,3
WBGene00017253,92,135,129,67,113,94,0,33,66,0,15,10
WBGene00017254,17,25,36,22,31,37,3,2,9,0,1,2
WBGene00017255,1,5,4,3,5,5,8,7,10,3,1,3
WBGene00017257,45,42,30,44,31,25,65,59,41,97,47,41
WBGene00017258,105,111,97,119,102,103,100,350,184,154,146,127
WBGene00017259,0,0,0,2,0,0,6,1,0,1,0,1
WBGene00017260,4,1,0,1,3,0,5,3,6,3,7,3
WBGene00017261,990,1022,1015,835,927,1258,887,934,951,642,795,872
WBGene00017262,210,162,131,284,107,143,646,484,491,849,387,335
WBGene00017263,731,826,846,614,769,869,405,844,738,132,520,468
WBGene00017264,0,2,0,5,2,2,7,9,1,8,3,2
WBGene00017265,16,14,11,16,12,14,6,12,19,7,14,14
WBGene00017266,3,4,0,1,5,2,4,22,9,3,10,3
WBGene00017267,8,21,16,23,53,49,11,25,17,134,112,75
WBGene00017268,726,817,819,687,760,867,663,724,769,788,812,783
WBGene00017269,615,669,774,590,597,873,443,881,636,328,584,515
WBGene00017270,8,21,16,23,53,49,11,25,17,134,112,75
WBGene00017271,1,4,2,2,2,0,19,1,9,35,12,6
WBGene00017272,407,506,417,432,455,478,483,703,598,488,474,436
WBGene00017273,339,305,313,254,298,350,303,362,291,234,270,228
WBGene00017274,1267,1346,1368,1109,1217,1499,1066,1245,1218,851,1046,924
WBGene00017275,737,778,652,686,651,891,602,752,704,502,588,554
WBGene00017277,0,0,1,0,1,0,0,0,1,2,1,0
WBGene00017278,3,1,0,1,0,0,2,1,3,1,0,2
WBGene00017279,5,2,1,7,0,0,118,48,33,165,41,22
WBGene00017280,732,716,740,644,696,855,508,699,747,484,583,612
WBGene00017281,3,3,1,1,0,0,7,6,7,3,2,2
WBGene00017282,472,534,591,481,480,555,354,664,593,395,509,468
WBGene00017283,836,911,755,764,869,970,798,819,901,832,826,784
WBGene00017284,816,773,825,619,713,948,656,793,730,457,616,603
WBGene00017285,917,1009,898,884,880,1032,721,894,882,632,869,728
WBGene00017286,244,303,234,262,273,282,211,317,235,257,282,268
WBGene00017287,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017288,65,84,96,56,71,97,88,107,51,64,67,70
WBGene00017289,429,526,521,363,422,484,297,946,605,296,385,351
WBGene00017290,4,7,1,5,5,1,16,3,9,13,8,7
WBGene00017291,44,53,43,51,56,54,29,69,62,33,35,21
WBGene00017292,38,37,14,37,28,26,64,29,37,24,41,37
WBGene00017293,531,556,605,532,472,501,305,508,428,227,385,380
WBGene00017294,46,94,41,57,85,66,15,92,77,34,58,61
WBGene00017295,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00017296,1,5,1,0,4,3,0,0,0,0,0,1
WBGene00017297,15,23,21,27,19,17,35,16,17,42,23,34
WBGene00017298,402,482,458,329,358,484,370,431,397,427,460,359
WBGene00017299,8,1,4,4,5,4,30,14,16,7,7,5
WBGene00017300,2502,2410,2305,2130,2064,2748,2620,1957,2426,2506,2103,1986
WBGene00017301,4922,5756,4332,4399,5277,5897,3995,4336,3885,6223,4828,5221
WBGene00017302,127,152,146,111,51,88,287,301,198,244,145,134
WBGene00017303,337,332,191,265,291,217,689,490,475,468,294,263
WBGene00017304,373,355,306,353,336,282,425,389,353,394,333,292
WBGene00017305,1,0,0,0,0,0,25,0,0,21,4,3
WBGene00017306,11,9,3,18,11,13,35,24,32,36,21,18
WBGene00017307,2,4,1,3,1,0,1,0,1,15,0,0
WBGene00017308,2,6,1,6,4,2,4,11,1,0,1,0
WBGene00017309,32,16,31,10,14,27,7,4,1,2,4,0
WBGene00017310,109,118,93,78,112,148,215,178,127,271,158,128
WBGene00017311,1449,1570,1428,1383,1487,1592,1080,1456,1373,1225,1435,1409
WBGene00017312,41,31,19,250,231,130,35,16,12,201,216,158
WBGene00017313,1114,1163,1225,1010,936,1241,1063,1083,1153,692,808,802
WBGene00017314,19,15,15,19,13,25,53,19,22,21,19,20
WBGene00017315,8,15,3,3,7,13,40,9,7,18,9,7
WBGene00017316,947,1074,1190,887,930,1202,787,1299,1088,554,852,790
WBGene00017317,3505,3866,4476,3021,3657,4224,2316,2915,2927,1903,2323,2350
WBGene00017319,490,528,491,479,496,581,475,540,593,484,487,493
WBGene00017320,16,14,9,7,18,15,14,26,19,7,16,11
WBGene00017321,158,180,139,156,167,194,167,235,232,126,156,153
WBGene00017322,119,169,106,147,161,164,228,105,40,197,140,138
WBGene00017323,0,0,0,0,2,2,2,0,0,1,0,0
WBGene00017324,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017325,0,0,0,2,0,0,21,15,6,19,17,3
WBGene00017326,18,32,32,15,35,24,1,0,2,1,0,0
WBGene00017327,11,12,14,11,13,6,31,40,26,74,23,13
WBGene00017328,1516,1646,1820,1481,1549,1755,1233,1748,1594,992,1360,1277
WBGene00017329,112,96,115,71,82,112,83,186,141,177,120,102
WBGene00017330,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017331,5,16,9,17,11,16,8,3,2,1,9,3
WBGene00017332,3,9,7,0,4,4,11,3,2,18,2,3
WBGene00017333,5,2,3,1,5,4,0,1,1,0,0,0
WBGene00017334,2,12,9,6,11,12,3,2,7,5,3,1
WBGene00017335,34,37,58,31,35,41,22,42,31,26,20,9
WBGene00017336,328,426,391,481,384,506,206,476,339,761,623,547
WBGene00017338,4,9,2,3,6,7,8,6,5,15,14,11
WBGene00017339,200,232,190,114,185,187,75,97,75,102,97,93
WBGene00017340,85,83,76,145,203,163,75,116,73,101,57,28
WBGene00017341,2,2,0,0,1,0,1,1,3,1,1,0
WBGene00017342,379,424,411,349,376,375,355,445,420,318,258,318
WBGene00017343,33,42,54,38,47,51,0,10,24,0,0,5
WBGene00017344,115,94,94,144,90,85,169,203,177,149,174,138
WBGene00017345,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00017347,1222,1412,1137,1137,1285,1424,1029,1231,1318,1053,1131,1161
WBGene00017348,275,286,255,291,268,315,257,367,320,255,296,289
WBGene00017349,2226,2286,2535,1932,2159,2899,1933,2041,1961,1664,2080,1975
WBGene00017350,40,44,48,52,49,36,68,54,32,52,25,49
WBGene00017351,0,0,1,0,0,2,1,1,0,4,0,0
WBGene00017352,97,124,102,106,74,103,103,118,105,100,73,92
WBGene00017353,1,3,1,10,9,1,4,2,1,1,4,4
WBGene00017354,8,7,6,5,7,5,40,20,23,76,31,13
WBGene00017355,728,861,941,745,750,906,491,793,636,364,536,549
WBGene00017356,452,455,497,377,462,564,358,839,564,381,396,369
WBGene00017357,293,347,372,251,296,332,158,560,393,107,245,278
WBGene00017358,504,582,485,470,488,553,321,593,446,216,374,349
WBGene00017359,1,1,0,0,1,4,0,5,3,3,0,1
WBGene00017360,333,404,342,324,381,422,202,563,469,206,312,321
WBGene00017361,126,139,89,143,201,185,111,407,152,190,262,225
WBGene00017362,251,281,182,291,287,265,430,389,384,300,319,359
WBGene00017363,4,4,2,2,1,0,1,2,5,4,5,4
WBGene00017364,250,279,124,278,308,228,441,257,165,268,335,338
WBGene00017365,20,27,31,20,28,27,3,29,35,5,11,10
WBGene00017366,1,0,2,4,1,3,1,2,1,1,3,0
WBGene00017367,2,2,3,2,0,0,12,4,4,6,9,4
WBGene00017369,215,226,266,179,238,241,217,215,193,199,155,157
WBGene00017370,0,0,0,0,0,1,3,2,1,4,1,0
WBGene00017371,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00017372,711,762,880,725,724,1047,832,894,773,623,657,675
WBGene00017373,641,669,814,595,674,872,672,707,587,582,669,560
WBGene00017374,896,705,529,899,737,674,1320,877,918,1649,1035,954
WBGene00017375,7,4,6,3,2,6,21,8,18,9,8,14
WBGene00017376,24,17,6,21,13,15,52,32,18,18,25,26
WBGene00017378,0,0,1,0,2,1,3,0,1,3,0,5
WBGene00017379,0,0,0,1,0,0,0,1,0,0,0,0
WBGene00017380,103,164,152,90,115,130,146,105,88,166,95,109
WBGene00017381,79,101,136,26,67,90,51,21,27,38,17,16
WBGene00017382,1,1,0,2,1,1,25,4,9,10,16,8
WBGene00017383,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017384,7,5,1,5,0,0,102,48,34,151,46,48
WBGene00017385,662,845,813,672,807,830,582,783,637,698,914,787
WBGene00017386,25,6,1,48,11,8,694,563,360,854,428,318
WBGene00017387,3,1,0,2,0,1,69,22,14,147,30,15
WBGene00017388,1,2,1,3,0,0,2,1,2,0,0,1
WBGene00017389,9,3,2,8,7,7,15,5,8,7,8,7
WBGene00017390,164,213,136,201,215,173,64,311,142,152,167,96
WBGene00017391,0,0,0,0,0,0,2,4,1,3,2,1
WBGene00017392,1,0,0,0,0,0,14,2,2,27,2,2
WBGene00017393,0,0,0,0,0,0,29,20,10,41,8,13
WBGene00017394,3,0,2,5,1,2,4,14,7,3,2,5
WBGene00017395,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017396,1,0,0,0,0,0,10,0,0,1,0,0
WBGene00017397,272,312,305,220,265,347,208,263,231,145,209,213
WBGene00017398,257,138,113,116,97,134,291,332,353,370,172,112
WBGene00017399,0,1,5,2,0,0,0,0,0,1,0,0
WBGene00017400,0,0,3,3,1,3,2,4,1,4,4,1
WBGene00017401,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00017402,173,168,205,175,192,199,63,217,176,27,110,117
WBGene00017403,0,1,0,0,0,0,0,0,0,0,0,1
WBGene00017404,9,7,10,4,7,12,12,11,9,4,6,4
WBGene00017405,37,53,74,22,45,43,0,19,32,1,5,9
WBGene00017406,5,15,17,4,4,3,0,2,6,0,5,5
WBGene00017407,8,13,18,4,6,16,10,14,6,4,6,5
WBGene00017408,8,15,29,20,25,20,0,5,14,0,1,2
WBGene00017410,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017411,0,0,2,0,2,0,0,0,0,0,0,1
WBGene00017412,0,1,1,0,0,0,0,1,0,0,0,0
WBGene00017413,34,42,31,32,41,59,31,63,47,26,49,31
WBGene00017414,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00017415,0,0,0,0,0,0,4,0,0,2,0,0
WBGene00017416,13,7,11,5,5,3,16,10,15,10,6,8
WBGene00017417,81,83,76,36,51,50,62,212,122,69,47,63
WBGene00017418,65,34,50,56,52,41,94,81,71,114,63,48
WBGene00017419,738,858,1211,600,781,1145,511,504,501,433,428,383
WBGene00017420,2,1,0,1,6,5,4,4,0,8,6,3
WBGene00017421,28,27,54,27,42,28,3,9,1,7,4,3
WBGene00017422,23,36,35,28,29,25,50,51,33,15,30,36
WBGene00017423,681,909,1291,492,884,936,154,235,294,175,172,141
WBGene00017424,0,0,0,0,0,2,1,0,0,2,0,0
WBGene00017426,45,36,13,50,34,33,173,50,29,35,46,50
WBGene00017427,136,121,99,104,85,94,217,144,162,256,107,100
WBGene00017428,57,41,29,61,43,44,153,91,109,112,55,69
WBGene00017429,36,39,35,26,35,22,52,44,34,81,41,43
WBGene00017430,199,110,57,129,88,115,517,288,223,468,283,180
WBGene00017431,258,307,310,262,331,453,273,296,220,544,385,282
WBGene00017432,4,9,4,7,2,5,9,6,1,2,7,2
WBGene00017433,12,10,5,16,9,8,30,21,30,19,18,15
WBGene00017434,6,12,14,8,11,6,68,19,23,65,29,19
WBGene00017435,1152,1112,1155,1066,975,1294,1324,1099,1189,1115,1046,1024
WBGene00017436,98,190,146,141,244,256,64,101,85,44,57,82
WBGene00017437,57,60,34,50,29,43,39,94,48,38,39,42
WBGene00017438,10,8,1,7,5,8,40,1,2,73,2,2
WBGene00017439,3,2,3,1,1,1,2,8,0,2,4,4
WBGene00017440,1115,1155,897,1106,992,1157,2612,1460,1415,1909,1191,1184
WBGene00017441,19,24,14,15,8,6,43,22,14,51,27,11
WBGene00017442,37,58,52,45,51,36,38,59,41,56,49,39
WBGene00017443,68,50,42,54,27,34,131,85,98,78,43,59
WBGene00017444,0,1,0,1,2,0,31,36,8,42,12,10
WBGene00017445,63,84,80,62,56,82,58,91,67,88,72,66
WBGene00017446,31,28,27,35,29,38,63,64,38,77,39,34
WBGene00017447,124,102,113,92,127,109,155,119,102,228,142,113
WBGene00017448,70,71,61,82,64,61,179,136,133,244,129,141
WBGene00017449,22,16,18,23,21,24,45,34,25,40,32,19
WBGene00017450,189,206,213,167,146,186,142,246,215,103,171,160
WBGene00017451,29,16,24,23,13,22,34,23,24,10,19,22
WBGene00017452,164,188,195,147,188,223,119,234,146,128,151,177
WBGene00017453,11,13,2,5,17,13,8,9,3,7,1,10
WBGene00017454,0,3,0,1,0,2,0,1,0,2,0,1
WBGene00017455,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017456,52,36,62,44,47,56,53,73,46,59,44,49
WBGene00017459,55,62,55,33,54,63,53,130,87,34,32,48
WBGene00017460,464,489,454,419,432,544,384,612,454,291,482,438
WBGene00017461,165,197,181,161,155,213,128,177,139,119,103,118
WBGene00017462,29,23,18,29,37,37,16,26,33,18,36,29
WBGene00017463,52,44,39,52,39,36,74,83,46,33,24,32
WBGene00017464,147,69,70,211,368,206,136,152,161,174,377,319
WBGene00017465,0,0,0,0,0,0,1,0,0,1,0,0
WBGene00017466,7,9,8,61,61,40,16,2,3,980,333,151
WBGene00017467,241,385,389,417,571,477,125,49,52,1885,930,736
WBGene00017468,23,25,18,28,31,23,56,40,53,53,34,25
WBGene00017469,1,0,0,2,4,3,5,0,0,0,0,1
WBGene00017470,0,0,1,0,0,0,3,1,0,0,1,0
WBGene00017471,14,21,11,68,67,28,30,8,8,96,131,77
WBGene00017472,360,397,499,263,263,353,207,263,182,211,138,164
WBGene00017473,18,19,25,12,6,15,1,14,13,3,6,3
WBGene00017474,5,3,1,10,2,5,0,2,3,4,3,5
WBGene00017475,11,11,5,13,15,10,17,10,11,32,14,10
WBGene00017476,0,0,0,0,0,0,2,0,0,0,0,0
WBGene00017478,94,98,71,114,88,100,135,185,91,169,143,105
WBGene00017480,587,726,676,642,697,924,396,548,520,661,561,568
WBGene00017481,141,190,217,100,189,211,6,52,90,9,25,22
WBGene00017482,942,984,1393,733,867,1186,804,1104,862,394,621,639
WBGene00017483,419,316,244,228,146,149,574,464,382,209,232,286
WBGene00017484,347,674,361,786,1193,1125,232,192,104,267,339,225
WBGene00017485,250,293,199,383,391,394,57,93,28,84,53,54
WBGene00017486,0,0,1,1,0,0,0,0,0,0,0,0
WBGene00017487,58,30,54,32,23,33,283,183,188,103,78,54
WBGene00017488,33,66,43,40,139,79,3,9,0,5,2,0
WBGene00017489,10,16,14,4,13,12,16,24,26,3,3,5
WBGene00017490,294,863,356,203,457,407,126,150,98,91,123,370
WBGene00017491,0,0,0,1,0,0,1,0,1,0,0,0
WBGene00017492,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017493,1,0,0,0,1,1,1,3,1,0,0,3
WBGene00017494,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00017496,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017497,0,0,0,0,3,0,4,0,0,5,2,1
WBGene00017498,12,25,16,6,17,8,11,6,1,1,3,5
WBGene00017499,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017500,294,0,356,203,457,407,126,150,98,91,123,0
WBGene00017501,39,74,52,19,116,57,7,7,14,7,10,16
WBGene00017502,5,7,1,3,5,2,2,11,6,4,4,5
WBGene00017503,35,25,33,20,22,18,43,36,35,44,12,26
WBGene00017504,19,32,27,47,20,32,43,80,52,69,54,57
WBGene00017505,0,0,0,0,1,2,0,0,0,0,0,0
WBGene00017506,933,1117,748,795,836,731,1888,1299,932,2682,1754,1226
WBGene00017507,5,5,2,9,6,9,18,10,14,18,11,11
WBGene00017508,0,3,0,0,4,0,1,2,0,0,1,0
WBGene00017509,3,2,1,4,0,3,9,2,2,0,0,0
WBGene00017510,1,9,1,0,2,1,11,12,2,15,9,11
WBGene00017511,0,0,0,0,1,0,0,0,0,0,0,1
WBGene00017512,11,8,9,12,11,13,32,18,18,28,17,12
WBGene00017513,26,20,16,16,10,19,76,37,20,53,33,19
WBGene00017514,6,6,6,6,5,4,16,20,14,9,11,8
WBGene00017515,34,39,34,51,23,30,144,52,73,171,65,52
WBGene00017516,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00017517,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017518,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017519,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017520,0,0,0,0,0,0,5,0,0,0,1,0
WBGene00017521,5,1,3,1,1,0,0,0,1,0,0,0
WBGene00017522,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017523,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017524,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017525,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017526,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00017527,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017528,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017529,5,6,4,9,8,9,54,44,31,16,29,21
WBGene00017530,31,33,37,31,34,41,19,26,29,37,35,30
WBGene00017532,211,280,254,207,240,268,147,243,184,134,177,180
WBGene00017533,2,3,2,0,0,1,6,11,2,16,4,6
WBGene00017534,948,1033,1077,879,857,1232,732,867,801,501,744,660
WBGene00017535,0,14,11,4,9,5,2,1,5,1,1,4
WBGene00017536,253,239,274,271,374,397,246,245,125,464,301,302
WBGene00017537,72,88,88,71,121,91,197,102,59,195,135,105
WBGene00017538,190,310,248,232,293,313,66,208,210,49,128,146
WBGene00017539,10,18,20,6,20,18,2,5,2,0,2,1
WBGene00017540,2,2,0,1,0,0,0,0,0,0,1,0
WBGene00017541,800,879,831,667,917,943,746,1351,980,676,491,438
WBGene00017542,34,8,1,47,6,2,1233,361,284,1615,464,352
WBGene00017543,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017544,0,0,0,0,0,0,2,0,1,0,1,0
WBGene00017545,2,0,3,0,2,1,18,11,3,20,7,1
WBGene00017546,3199,3505,3711,2862,3427,4095,2168,3150,3038,1524,2586,2418
WBGene00017547,855,967,924,801,795,1051,643,846,726,509,746,626
WBGene00017548,2600,3146,2799,2423,2556,3191,1426,2979,2575,759,2168,2114
WBGene00017549,349,333,275,278,310,326,256,387,313,231,293,278
WBGene00017550,0,1,0,5,1,0,53,13,8,93,14,7
WBGene00017551,0,0,2,0,0,1,6,4,1,12,1,0
WBGene00017552,2,0,0,0,0,0,3,0,0,5,0,1
WBGene00017553,2,0,0,6,1,8,160,37,30,182,48,31
WBGene00017554,3,0,0,7,0,1,32,10,5,48,14,9
WBGene00017555,5,0,1,2,3,4,38,32,8,75,26,17
WBGene00017556,14,8,13,11,7,21,4,6,6,3,11,11
WBGene00017557,72,57,53,63,69,78,124,84,62,86,80,73
WBGene00017559,1,2,1,8,0,0,83,39,26,122,37,29
WBGene00017560,2,1,3,1,0,2,5,1,0,7,1,0
WBGene00017562,0,2,0,0,0,1,0,0,0,0,0,0
WBGene00017563,664,925,648,676,964,963,708,781,667,617,853,668
WBGene00017564,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017565,885,927,626,519,708,732,500,530,427,717,540,600
WBGene00017566,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017567,167,223,166,230,283,269,80,242,173,243,440,421
WBGene00017568,2,2,3,3,6,6,1,3,0,0,2,4
WBGene00017569,169,104,80,90,87,104,419,370,321,338,216,187
WBGene00017570,1,2,0,3,3,6,3,7,7,5,0,2
WBGene00017571,219,224,315,157,159,244,89,97,94,168,70,42
WBGene00017573,5,0,0,0,0,0,0,0,0,0,0,0
WBGene00017574,64,78,66,58,74,114,105,138,128,154,83,65
WBGene00017576,14,21,25,9,11,15,28,9,12,20,13,9
WBGene00017577,0,1,1,1,1,0,0,6,1,2,0,0
WBGene00017578,81,89,54,74,60,95,117,96,94,140,103,84
WBGene00017579,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017580,10,12,4,6,8,4,23,14,6,6,13,10
WBGene00017581,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00017582,205,247,213,253,273,210,439,301,329,361,286,236
WBGene00017583,159,183,183,109,144,165,64,92,101,36,67,68
WBGene00017584,153,193,182,130,149,195,20,139,109,24,85,73
WBGene00017585,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017586,3,3,6,3,1,8,5,1,5,2,0,2
WBGene00017587,41,23,56,29,34,44,10,37,22,20,25,25
